start	end	text
1168760	1174480	to the digital behavior, we should mix, really have elements that both have positive feedback
1174480	1179720	and negative feedback in order to be able to capture, let's say, almost all behaviors
1179720	1180720	of interest.
1180720	1182720	Is that fair to say?
1182720	1191160	But at least in my view, to sort of reunite the two branches of control that are automation
1191160	1193720	and regulation.
1193720	1199440	So today, you know, the conferences are different, the classes are different, the textbooks are
1199440	1201920	different, and you choose your side.
1201920	1209680	Either you study automation through automata to the language of discrete states, finite
1209680	1216000	state machines, or you study continuous control systems, and the world of regulation and the
1216000	1220080	world of which is fundamentally an analog world.
1220080	1227360	And I think that the best of those two worlds comes together when you consider mixed feedback.
1227360	1232760	Something that was sort of, I think, very well appreciated in the 40s, the time where
1232760	1239240	of the golden age of the mixed feedback amplifier, but then somehow disappeared from the field.
1240000	1246080	I guess this is a good point where to mention how does the mixed feedback principle enter
1246080	1248240	into the picture of neuroscience?
1248240	1255560	So I guess we could mention some of the paradigmatic models of how a single neuron behaves.
1255560	1256560	That's probably a good example.
1256560	1263920	Well, of course, the fundamental model of neuronal excitability that goes back to Hodgkin
1263920	1271600	and Huxley in 1952, is precisely the model of explaining the action potential of a neuron,
1271600	1278480	so the spike, as through the analogy of an electrical circuit, where you attach to an
1278480	1284680	RC circuit, so a passive circuit, you attach two current sources, one providing positive
1284680	1287880	feedback and the other one providing negative feedback.
1287880	1294240	And identifying those two current sources was the fundamental insight of Hodgkin and
1294240	1299080	Huxley and is the mechanism of thresholds.
1299080	1307200	And so what we, I think, the fundamental elements that we now see appearing in technology is
1307200	1309400	the value of thresholds.
1309400	1316120	And so as long as you use negative feedback, as long as you only consider negative feedback
1316360	1321800	control, you are in the world of equilibrium systems, so you always reject disturbance
1321800	1324760	and try to go back to equilibrium.
1324760	1329620	The world of mixed feedback introduced this notion of threshold, that if the disturbance
1329620	1335840	exceeds a certain level, you want to signal the disturbance and you signal through an
1335840	1342240	event and that event is a spike and that event can be transmitted, can be communicated, there
1342240	1344680	is something happening.
1344680	1350480	I find this extremely important in every behavior and of course we could take the example
1350480	1358240	of robotics, but in fact any single control system that you look at is just jumping from
1358240	1360440	event to event.
1360440	1366820	And again, that goes back very much to the early view of cybernetics and I like the one
1366820	1373940	of Ross Ashby in particular, who developed this concept of ultra-stability, thinking
1373940	1382260	of machines as systems that switch between discrete states, like an automaton, however
1382260	1386660	each of these states being continuously regulated.
1386660	1393780	And so it is sort of a mixture between an automaton and it's a regulated automaton.
1393780	1399980	It is a concept that is very, very clear and present in the early days of cybernetics,
1399980	1405420	but there was no theory at the time to formulate that concept.
1405420	1409780	And I think that, so that has been at the core of my research to try to now use the
1409780	1419980	current theory of control to formulate what would be and how should we model such a machine.
1419980	1425940	Since you mentioned the notion of, you know, dynamics away from equilibrium, this is just
1425940	1426940	a personal curiosity.
1426940	1433820	Have you ever thought about like the links between what you're studying today and thermodynamics?
1433820	1436220	So something that you didn't like so much.
1436220	1440780	So it seems like at least locally, you're going against the principles of thermodynamics,
1440780	1446940	you're generating order in a way, I don't know if I'm making sense.
1446940	1454820	I think that thermodynamics away from equilibrium, as it was developed in the 80s and very popular
1454820	1464900	in the 90s, is indeed very much the analog of the way, you know, chemical reactions and
1464900	1468820	which at the end, those neurons are made of.
1468820	1475580	So how can chemical reactions away from equilibrium generate order, generate patterns, generate...
1475580	1483340	So at sort of a high conceptual level, yes, there is clearly a lot of resonance between
1483340	1489980	the idea of thermodynamics out of equilibrium and the idea of control out of equilibrium.
1489980	1496140	But of course, and I'm not an expert of thermodynamics, but when I discuss thermodynamics out of equilibrium
1496140	1502300	with experts, I hear that we are very far away from having a proper theory of thermodynamics
1502300	1503300	away from equilibrium.
1503860	1506420	It's probably too early to talk about these questions.
1506420	1510580	Somebody who will listen to this podcast in the future, 50 years away from now, will have
1510580	1512380	some answers, hopefully.
1512380	1517820	Since you mentioned event-based systems, and I guess one of the main applications you have
1517820	1522300	in mind are potentially event-based cameras, I think maybe we can dig into that.
1522300	1527180	So I guess those are the applications you have in mind, probably.
1527180	1528180	Is that fair to say?
1528180	1530340	Or is that more a twist?
1530380	1537460	Well, I think that when I talk about mixed feedback, people often talk about my interest
1537460	1538460	in neuroscience.
1538460	1543140	And indeed, it is because of my interest in neuroscience that I became interested in mixed
1543140	1549820	feedback and that I became sort of obsessed to try to reconcile theory, control theory
1549820	1552740	with the mixed feedback principle.
1552740	1558980	But in the recent years, and since I sort of discovered this whole community of neuromorphic
1558980	1565740	engineering and event-based sensing, it occurred to me that in fact, even away from neuroscience,
1565740	1571420	there is a huge potential of exploring event-based control.
1571420	1576220	And for instance, if you look at the book chapter of Karl Armstrong on event-based control,
1576220	1581940	his motivation comes from all possible applications of control, but neuroscience.
1581940	1589860	So it's also a way for me to sort of go back in my home country, which is the theory of
1589860	1595340	control systems, and to think away from neuroscience of the potential use of mixed feedback or
1595340	1598700	the potential use of thresholds.
1598700	1606540	And clearly, we now see an explosion of event-based sensors and event-based actuators.
1606540	1612500	So sooner or later, control engineers will be called to connect them together.
1612500	1617300	And I think it's fair to say that at the moment, we don't have a theory to connect an event-based
1617300	1620540	sensors to an event-based actuator.
1620540	1625660	The way we do it at the moment is that we interface the event-based sensors with a digital
1625660	1627500	processor.
1627500	1633400	And then we interface the output of the digital processor, maybe to an event-based actuator.
1633400	1635020	And that's how we close the loop.
1635020	1641220	But of course, it's very tempting to think that in some specific cases, we could short
1641220	1647500	circuit this interface and go straight from the event-based sensors to the event-based
1647500	1648500	actuator.
1648500	1651780	It makes a lot of sense.
1651780	1657740	Also, I guess, very trivially, potentially, just for energetic considerations.
1657740	1663540	So all of the systems that you're mentioning are very much energy, what's the opposite
1663540	1664540	of energy-hungry?
1664540	1668700	They would be not very consuming in terms of energy.
1668700	1669700	Yeah.
1669700	1677180	So this is one advantage that is very often put forward, especially nowadays in the energy
1677180	1684500	crisis that we experience, that event-based is also a potential solution to the carbon
1684500	1689920	footprint of current technology, and in particular, digital technology.
1689920	1696560	When I was a student, it was the beginning of the internet, and we really presented digital
1696560	1703280	technology and digital information as a free technology, as an energy-free technology.
1703280	1710760	And it's funny that 30 years later, especially after this pandemic, suddenly the carbon footprint
1710760	1713640	of digital technology is making news.
1713640	1722460	And everyone is sort of becoming very worried about the growing energy demand of the storing,
1722460	1728400	but not just storage, but all the devices that come with information technology.
1728400	1731360	And I think that that's exactly the vision of Kaveh Mead.
1731360	1737280	And Kaveh Mead saw that at the end of the 80s, so long ahead of his time, perhaps because
1737280	1743640	he was at the very forefront of digital technology, and he could foresee that this Moore's law
1743640	1750120	that he formulated himself would not go forever, and that there would be a time where we would
1750120	1755800	be hit by the limitation of digital technology, including the, and prime and foremost, the
1755800	1758840	energy demand of digital technology.
1758840	1761640	And I think we are living exactly in that time.
1761640	1765080	This is a good segue for me to talk about energy.
1765080	1768360	Energy from a control theoretic perspective.
1768360	1776040	So very much part of your theoretical investigations is the concept of dissipativity.
1776040	1778920	And that's one of the pillars of systems theory.
1778920	1783920	So maybe you can guide us through how does that interwine with the mixed feedback principle,
1783920	1789720	neuroscience, and your current obsession about monotonicity.
1789720	1793200	Don't get me started, because it would become a seminar.
1793200	1801760	But yeah, it's true that I think that dissipativity is a central concept of control theory, for
1801760	1806720	many reasons, but prime and foremost, because it describes this interaction between the
1806720	1813000	external and internal that I was mentioning earlier, in energetic terms.
1813000	1820280	So how does the external supply of energy relates to the internal storage of energy?
1820280	1826840	I think it's a very profound way of describing how a system or how physical systems interacts
1826840	1829320	with its environment.
1829320	1832520	It's not the only reason why dissipativity is so important.
1832520	1838000	I think that, so dissipativity is a bridge, but it's not just a bridge between the external
1838000	1839000	and the internal.
1839000	1845000	It's also a bridge between mechanics and electricity, because it's also a bridge between
1845000	1851440	the input-output description of systems and the state-space description of a system.
1851440	1857640	So it is also a bridge between the heritage of electricity, where we think of circuits
1857640	1864000	as interconnection of input-output devices, and the heritage of mechanics, where we think
1864000	1870480	of systems as determined by, let's say, Newton's law and governing the motion from an initial
1870480	1872960	condition.
1872960	1879440	Dissipativity really interconnects those two worlds, generalizing the Kalman-Yakubovich-Popov
1879440	1885520	lemma, which is perhaps the fundamental heritage of our field.
1885520	1892560	And this bridge is not just a bridge between physics and analysis, between input-output
1892560	1893560	and state-space.
1893560	1901040	It is also a bridge between physics and computation, because it is also through that bridge that
1901040	1905180	linear control theory became algorithmic.
1905180	1913400	It is fascinating that in the dissipativity paper of Ian Williams, the LMI is almost mentioned
1913400	1921280	there en passant, but in fact precedes by 20 years the reformulation of control theory
1921600	1928640	of every important control theoretic question as the solution of context optimization problem.
1928640	1933360	So yes, dissipativity is important in many ways.
1933360	1939440	And then when I moved to mixed feedback, when I moved to neuroscience, I was very frustrated
1939440	1946600	that somehow I could not use this theory, or I was always hoping for.
1946600	1954160	And I think here, perhaps I have to mention how I came to connect mixed feedback to dissipativity.
1954160	1960280	And this is thanks to a question from Malcolm Smith, my close colleague.
1960280	1967560	I had given my TED talk in 2014 about mixed feedback and, you know, praising the use of
1967560	1969160	mixed feedback.
1969160	1974520	And then I had this conversation with Malcolm and Malcolm said, by the way, how do you define
1974520	1976520	negative feedback?
1976520	1988400	Yeah, you have to, I mean, the value of such questions is, I think that most of my research
1988400	1995080	comes from such questions that are sometimes asked by colleagues, most of the times asked
1995080	1997860	by my students, by my postdocs.
1997860	2002000	It's really through those conversations that you realize that something that you found
2002000	2005460	evident and self-explanatory, in fact, is not.
2005460	2010440	And that is pushing you further into digging into the question.
2010440	2012160	So how do you define?
2012160	2018280	And the point of Malcolm was that defining what negative feedback is, is what led to
2018280	2020020	control theory.
2020020	2026120	Because after the invention of the feedback amplifier, very quickly, people start experiencing
2026120	2028240	instability with negative feedback.
2028240	2031280	How could possibly negative feedback lead to instability?
2031560	2036880	Aha, well, this is because the dynamics of the plan can, in fact, change the sign of
2036880	2041080	the feedback in the loop because of the phase shift.
2041080	2044720	And this leads to the frequency response and Nyquist.
2044720	2049880	So the whole heritage of control is in that question somehow.
2049880	2055740	Now through the question of Malcolm, I realized that there was something missing in connecting
2055980	2062860	mixed feedback to, let's say, dissipativity, because the only way you can define the sign
2062860	2069620	of a feedback loop in a nonlinear system is by thinking incrementally.
2069620	2075260	So if the feedback signal is a current signal, what determines the sign of the feedback loop
2075260	2079860	is not whether the current is an inward or outward current.
2079860	2085940	It is whether the current source has positive conductance or negative conductance.
2085940	2093820	That distinction between the sign of a current and the incremental sign of a current is something
2093820	2100900	that I didn't appreciate until I started working in that area, until I started discovering
2100900	2108540	how much it is a source of confusion in neuroscience and how much it is a source of confusion in
2108540	2110780	control.
2110780	2118260	That we, because of the heritage of the linear theory, we always tend to think of incremental
2118260	2123460	quantities and non-incremental quantities as equivalents, but they are only equivalent
2123460	2126140	for linear systems.
2126140	2133000	And this is how I started realizing that all what I knew in nonlinear control was rooted
2133000	2139280	in a non-incremental approach, including dissipativity.
2139280	2146760	So the dissipativity, the definition of dissipativity of Williams is nonlinear, but it is non-incremental.
2146760	2155000	That is, solutions are always evaluated with respect to the zero storage, the equilibrium
2155000	2159120	solution that corresponds to the minimal storage.
2159120	2165600	Instead of evaluating solutions with respect to each other.
2165600	2171640	And that has indeed become a sort of an obsession to realize that we didn't have an incremental
2171640	2174880	form of dissipativity theory.
2174880	2181480	And for many years I tried, and I don't think I'm the only one who tried to explain and
2181480	2189160	understand why we didn't have an incremental form of dissipativity, until I sort of came
2189160	2193920	up to the conclusion that in fact, we don't have a theory of incremental dissipativity
2193920	2201720	because we don't have, it's very, very difficult to think of states-based models that have
2201720	2205560	incremental input-output properties.
2205560	2208280	That gap is a total surprise to me.
2208280	2213280	It is very much, it's very close to my current research question.
2213280	2217600	And again, it is something that independently from neuroscience, independently from the
2217600	2223240	particular application that led to those questions, I think is a question, is an important question
2223240	2228720	for the field is how do you define a nonlinear capacitor?
2228720	2234880	And I've come to the conclusion that the classical state-space definition of a nonlinear capacitor
2235200	2244160	that's, for instance, was advocated by Shua and that is rarely questioned, in fact is
2244160	2252000	problematic because it gives us a model of a nonlinear integrator that is not incrementally
2252000	2254440	passive.
2254440	2264080	And this whole path from dissipativity to mixed feedback and sort of back to dissipativity
2264080	2273080	is to me, an example of how research sort of evolves and how ultimately the only way
2273080	2282280	to formulate new questions that can be extremely theoretical and fundamental is always in control
2282280	2284840	driven by very concrete questions.
2284840	2293800	So I would never have imagined to question the state-space model of a nonlinear capacitor
2293800	2300040	unless I had been pushed to refine what I meant by positive and negative feedback and
2300040	2306560	how I can sort of encapsulate these concepts that are clear to everyone because they are
2306560	2311880	everyday concepts, but if you want to turn them into a mathematical theory, you have
2311880	2318480	to work hard and then you eventually discover that the theory is incomplete.
2318520	2323680	I think this is the path of research in many problems in control theory.
2325560	2327680	Again, there is a lot to unpack there.
2328680	2331960	It was a fantastic journey just to follow your line of thought.
2332800	2338320	Maybe, OK, the first comment that I have is very curious that at the end of the day, we end up
2338320	2346280	talking so much about a sign change in a sense or whether it's positive feedback or negative
2346280	2353000	feedback. Another thing that I can extrapolate from line of thought is that, well, I'm going
2353000	2356560	to quote Sherlock Holmes from Scandal in Bohemia.
2356600	2362760	He says that it is a capital mistake to theorize that before one has data, insensibly one
2362760	2367000	begins to twist facts to suit theories instead of theories to suit facts.
2367000	2370080	And this is very much resonating with what you said.
2370440	2375480	So it seems to me also that, yeah, we are in a situation in control theory at the moment
2375480	2381680	where we very much see what Kuhn in The Structure of Scientific Revolutions predicted.
2381680	2388880	So there are phases in science where there is a growing miscontent with theories that in
2388880	2394000	some way do not satisfy, they're not able to answer questions that we do have.
2394680	2400960	And yeah, the last comment I have is that it's quite funny that we always end up talking,
2401360	2407560	at least in the background, there is always the figure of Jan Willems kind of foreseeing the
2407560	2413360	importance of so many of these questions, including dissipativity and the tension between
2413360	2414720	paradigms and puzzles.
2415120	2417240	So, yeah, that's very true.
2417680	2422080	And there is a lot in what you just said in a few words.
2422480	2426840	I agree. And I think that it's not special to our fields.
2426840	2432120	In fact, perhaps this is the value of venturing in neighboring fields.
2432360	2437240	So, for instance, I worked for maybe 10 years in optimization and manifolds and was really a
2437240	2442240	journey outside of my field, I would say, had not much to do with control.
2442840	2446960	Then I ventured in neuroscience, in neurodynamics, again, in another neighboring
2446960	2452480	community. And in all those communities, I always observed what you just described.
2453160	2458680	I think it's inevitable that a topic becomes a topic because it becomes popular.
2459320	2467880	And even if initially it emerged from a very concrete question, maybe after one generation,
2468720	2476160	it becomes a theory that is somehow independent from the question that led to the theory.
2476920	2479520	And the next generation just works on the theory.
2480080	2483320	And there is nothing wrong about that because you want to deepen the theory.
2484480	2490800	The only problem is that this by deepening the theory, you know, you create more expertise
2490800	2496440	and you create theory that is more and more detached from the original question that
2496440	2497640	motivated the theory.
2498560	2505040	And inevitably, eventually, this theory sort of detaches itself from reality.
2505040	2512040	And and at that time, I think there is indeed the danger that it becomes sort of self
2512040	2517200	referencing. But as soon as something becomes self referencing, it dies very quickly.
2517840	2524400	So I think I feel much more in peace with that phenomenon nowadays because I think there
2524400	2526200	is nothing wrong in that phenomenon.
2526200	2532680	Perhaps initially I thought, oh, but my field is bad because people are going that way.
2533200	2536720	I don't think it is specific to my field.
2536760	2540280	I think it is specific to the mechanism of research.
