start	end	text
221480	227040	It was really, you came and it was Bell Lab Research, of course, and you came and they
227040	234680	said, you know, we hired you because we think you're good, as everybody else, right?
234680	238920	And we won't ask you for five years, anything for five years.
238920	243280	Basically you do whatever you want, you know, you can have computers, you can have, you
243280	247960	know, at the time, you know, you could have computers at home was a big luxury.
247960	251040	You could have anything, but they wouldn't ask you anything for five years.
251040	254560	So and it was, and of course everybody was working like crazy, but I thought it was a
254560	256640	really, really nice way.
256640	260280	So complete freedom and creativity essentially was unleashed.
260280	261280	Yeah.
261280	266600	And actually that's a message I try to give to whenever I meet somebody reasonably high
266600	272480	up at Google, you know, because I think Bell Labs is in part one of the models for Google.
272480	273760	For me, Google is a wonderful place.
273760	277640	It's a mixture of Bell Labs and Club Med.
277640	286280	And I think with the best of both, but they care much more about evaluations and so on.
286280	290000	And they changed that a little recently.
290000	294360	And I think, you know, one of the strengths of Bell Labs is that you took really good
294360	300120	people and you set them completely free and you never bothered them for a long time, actually.
300120	304320	You never ask, you know, reports and things like that for a long time.
304320	307440	And this is something that I wanted to ask you later, but maybe it's, this is already
307440	309080	a good time to ask.
309080	313120	So what are your thoughts about creativity somehow?
313120	314680	So if you have any.
314680	317480	Oh, it's a broad question.
317480	318480	I don't know.
318480	324200	I mean, I think I, I guess the expression is I do my best thinking, whatever that's
324200	325200	worth.
325200	330480	I mean, you know, just walking around without, you know, without notes, without a board,
330480	331480	just walking around.
331480	337760	And I think it's very, you know, when people ask about how can they make doing math a little
337760	342000	easier, I always say, you know, just practice doing math without a board, without a pen,
342000	345560	without anything, because you get quicker at certain things this way.
345560	349640	It's very interesting though, that it's not the first time that I hear, you know, one
349640	355120	of the great thinkers that, you know, what stimulates, seems to stimulate at least creativity
355120	356120	is walking.
356120	357120	Yeah.
357120	358120	Yeah.
358120	361840	Walking differently, but also the fact of not doing everything in your head, you know,
361840	367200	because then you, I don't know, it probably trains memory or whatever, but it really helps
367200	368200	do things afterwards.
368200	369800	I find it very, very interesting.
369800	376040	But maybe let's go back to like the chronology if you want of Jean-Jacques Solutin.
376040	381040	So I was wondering what has drawn you to control?
381040	387800	Well, you know, when I was a kid, like everybody, I was reading cartoons, you know, and there
387800	392560	was one cartoon, which I didn't read much because I didn't like it very much, but which
392560	396800	I think was in English was Flash Gordon and, you know, I think there were better French
396800	404400	cartoons and so on, so I didn't, but they talked about cybernetics, you know, and for
404400	409080	me, I was four or five years old, you know, and so it sounded like an interesting word,
409080	412560	you know, and so then I wondered about that and then I learned more about cybernetics
412560	416640	and I figured out this was an interesting thing, you know, I read about Norbert Wiener
416640	422120	and all, you know, Norbert Wiener, which was really a precursor, right?
422120	427760	If you think of this, his book, you know, it's a science of control and communication
427760	433320	and human and machine, you know, you wouldn't say it any differently today, really.
433320	438680	You know, it has control, it has communication and it has this commonality between the biology
438680	440560	and machine, right?
440560	447240	So it's an incredibly fascinating topic and actually, it was the subject of our last episode
447240	452040	in this podcast, probably not the last one on Wiener, but...
452040	458760	And you know, so this whole, you know, cybernetics is really the common ancestor, you know, of
458760	463960	course, of control theory, information theory, but of course, also computational neuroscience
463960	464960	and AI, right?
464960	466560	So it's... and robotics, right?
466560	469240	So it's the common ancestor of all of these things, right?
469240	473320	It's incredible that it was condensed in a single figure like Wiener.
473320	478440	Oh, no, it was not, I'm saying that Wiener, when he wrote his book, you know, the title
478440	480640	of his book was so incredible, right?
480640	486000	Because it's so current still, you know, but there were other people, you know, Shannon
486000	492600	was involved and people like that, but Gray Walter was, he's actually the first person
492600	499600	who did real robots, you know, he built these little autonomous robots, which kind of moved
499600	504400	around, avoided each other, went to plug themselves into the wall when they were running out of
504400	505640	power.
505640	507360	And they learned, they learned a lot of things.
507360	511560	And that was in the late 40s, right, in the late 1940s.
511640	516360	And Gray Walter was actually a neurologist, that was just a hobby for him, right?
516360	521240	He was actually a neurologist and he built these first robots and so on.
521240	526600	And actually, one of the, he wrote these two famous papers in Scientific American, probably
526600	533280	1949, 1950, or something like that, which one was called An Imitation of Life.
533280	536400	And the other one was called A Machine That Learns.
536920	545040	And I think the first or second paper finishes with the quote saying, you know, one limit
545040	548920	of, basically he was building these little electronic neurons, right?
548920	552400	And he was saying, you know, one limit, you can predict with confidence that what would
552400	556900	limit things as you try to scale up is stability.
556900	561200	It was really interesting that he says, you know, as you're going to put more and more
561200	563560	of these things, it is going to be stability.
563560	566560	And then since he was British, he added the joke saying, you know, and therefore it's
566560	572560	not surprising that most smart people are also crazy or something like that, you know.
572560	575480	But it was kind of, it's quite interesting.
575480	579520	So this whole, it's kind of incredible what happened there just after the Second World
579520	580520	War, right?
580520	583200	So incredibly early in history.
583200	584200	Yeah.
584200	585200	Yeah.
585200	586200	Okay.
586200	588360	So from here, I guess we can take many different directions.
588360	592880	So we can either talk about one of your biggest ideas, and that's, I would say, contraction
592880	599440	among others, or let's say, take a chronological path, if you want.
599440	604200	I thought it would be, I don't know, curious, at least from my perspective, to give an overview
604200	605200	of your research.
605200	609440	So you started really from motivated by robotic applications, essentially.
609440	615760	No, I started motivated by trying to do nonlinear control.
615760	620480	Control for nonlinear systems, you know, I had had a teacher when I was in France named
620480	624880	André Fossard, and at the time, he was very familiar with research done in the then Soviet
624880	626000	Union.
626000	630960	And they had a particular way to do a kind of nonlinear control, which seemed to me very
630960	631960	promising.
631960	633320	And that was siding mode control.
633320	637560	But it had this problem that it had chattering, and they were not actually using for nonlinear
637560	643800	control, they were using for linear control, but it was, it could reasonably easily be
643800	646360	extended to that.
647360	653280	And so, you know, so I started being interesting in, you know, applying this to nonlinear control,
653280	656640	and we're getting rid of the chattering thing and so on.
656640	663960	But I quickly realized that one of the key thing, so that's getting a little technical
663960	668920	depending on your audience, but you take an nth order system, it's a system described
668920	671880	by a differential equation of nth order.
671880	676720	So if it was a second order system, it would be like position and velocity.
676720	680480	And you can always replace this nth order problem by a first order problem.
680480	684560	And that was really the key idea, everything else was technicalities.
684560	687960	And because that was the key idea, it could be extended to nonlinear systems, it could
687960	694720	be made the chattering, you could get rid of this switching and things like that.
695720	705240	And the reason, getting back to Norbert Wiener, the reason is that when Norbert Wiener explains
705240	709640	in his book what feedback is about, he says, well, you know, if you're trying to grab a
709640	716000	cup and you're a little too much to the right, you go to the left and you're a little too
716000	719640	much to the left, you go to the right and you end up grabbing the cup.
719640	729600	Or if your niece keeps asking you, I hear always you talking about feedback, you'll
729600	731680	probably say something similar.
731680	735880	And you're completely misleading that child, it's completely wrong that if you're too much
735880	739760	to the left, you need to go to the right, and you're too much to the right, you need
739760	740760	to go to the left.
740760	742120	That's completely wrong.
742120	745120	But it's true if the system is first order.
745120	749440	So the idea is that replacing always a system, an Nth order system by a first order system
749440	755520	creates an enormous simplification in everything, basically, which later on allows to do adaptive
755520	757960	control, adaptive nonlinear control, and so on.
757960	763240	Yeah, I just want to situate maybe the motivation for sliding mode control.
763240	768680	I guess here we're back in the 80s, pretty much 80s, between the 80s and the 90s.
768680	774680	And I guess there was an interest at least in control for robotic application for manipulators.
774680	778760	And that was based on feedback linearization, mostly, I suppose.
778760	783840	So that means that via feedback, we were able to change the dynamics, put it into a linear
783840	788200	form, and then somehow simplify both analysis and design.
788200	794080	The problem with feedback linearization was that it is based on exact cancellation of
794080	795320	nonlinearities.
795320	799120	And therefore, there was a need for robust methods.
799120	802280	And sliding mode control was definitely one solution, right?
802280	803280	Yeah, exactly.
803280	806840	And it allowed to do things reasonably simply.
806840	812920	I always, even people joke about that, I always tend to say, it's very simple, I want to try
812920	819240	to make things very simple, and so to get to the core idea and stick to very simple
819240	820240	things.
820240	825680	And, of course, when we say my ideas, I worked with many people, advisors, and especially
825680	832040	students and a lot of these were ideas that everybody brought.
832040	837520	In those days, when you were doing your PhD at MIT, there were incredible minds like Sanjay
837520	841040	Mehta, or Shankar Sastry, right?
841040	847800	Yeah, I talked to a lot of people, my advisor was Wally Vandevelde in AeroAstro, and I work
847800	850920	also with Shankar Sastry and others.
850920	855880	But the original idea of doing sliding, looking at these were actually, as I said, from my
855880	861720	work, not my work, my teacher in France, who was André Faussat, who actually, you know,
861720	866120	much in his class had talked about that, and I thought it was very exciting.
866120	872240	And these were really not well-known techniques anywhere, including in the US and so on.
872240	874600	These were kind of obscure techniques and nobody knew about it.
874600	877360	He happened to know about them because he had interacted a lot with these people in
877360	878360	the Soviet Union.
878360	880000	Very, very interesting.
880000	884920	There will be certainly an episode about the interaction between the Western world and
884920	885920	the Soviet world.
885920	891200	And what's interesting, too, is that, in the sense, in the Soviet Union, because it's highly
891200	895360	trained in mathematics, the fact that you had this, at the time, this discontinuous
895360	900160	switching, which, you know, what I didn't like, got rid of in a very simple way.
900160	903960	But the fact you had this discontinuous switching was actually what they thought was interesting
903960	907880	because they were mathematicians, you know, you could, pure mathematicians, you could
907880	913720	say, well, you know, you can define solutions which result from infinitely fast switching
913720	914720	and so on.
914720	918600	There was somebody, one of the big names was Philipov, who ended up being a minister of
918600	923560	research in the Soviet Union and so on, you know, and Utkin and people like that.
923560	925840	And they were fascinated by this switching.
925840	929520	And, you know, but from an engineering point of view, you know, except for very rare kinds
929520	933760	of system, the switching you don't want, you know, so, so that was that.
933760	939760	So now I'm curious, how did your interests shift from, say, sliding mode control towards
939760	945360	teleoperation, robotic manipulation, and afterwards, adaptive control?
945360	947000	So I did my thesis in 83, right?
947000	952680	And people were starting to do robotics, you know, and so that was a very natural kind
952680	956680	of application to use for the reasons you mentioned, right?
956680	959560	Because you have these nonlinear systems, and you cannot assume that you know everything,
959560	964760	especially with a robot, you know, if you're picking up a load, then, you know, the dynamics
964760	968160	changes significantly, especially if it's a good robot, like a direct drive robot and
968160	969160	so on.
969160	974280	Yeah, here, I noted down a couple of papers that are quite important, one of them being
974280	978240	on the adaptive control of robot manipulators with Li.
978240	985040	Yeah, so that paper, I think had a major impact, you know, because it basically it was introducing
985040	990160	several ideas at the same time, you know, it was, so this was, you know, that's why
990160	993640	I was saying, you know, it's not just me, it's a student, this is really joint work
993640	997040	with Weiping, and he did a fantastic job.
997040	1003580	And yeah, so basically, there was this idea that the idea of a sliding variable replacing
1003580	1007140	an nth order problem by first order problem, which the point being that you can use it
1007140	1008820	also in adaptive control.
1008820	1013180	We had done that actually earlier, a year earlier with a student named Joseph Coetzee,
1013180	1022700	but for just scalar systems, you know, so when you get into robots, these become a multidimensional
1022700	1025920	systems and so on, and you have to do more than that.
1025920	1032960	So using the sliding idea, using the fact that, see here, it's getting technical a little
1032960	1037840	too, but you know, the inertia matrix of a robot is a positive definite matrix, which
1037840	1044400	allows to build it into Lyapunov function, which is something that you want to do proofs
1044400	1047460	and proofs of convergence and so on.
1047460	1051160	And so that was the second aspect.
1051360	1056940	The third one was that you had conservation of energy, and conservation of energy allowed
1056940	1062720	to do special kind of computations for those of you familiar with that, the fact that H
1062720	1068080	dot minus 2C, the derivative of the inertia matrix minus the Coriolis matrix had to be
1068080	1073520	skew symmetric, which was a matrix version of conservation of energy, which we proved
1073520	1079640	actually now it's standard and they say that in textbook in passing, but actually, I think
1079640	1082760	we were the first to prove that in that paper.
1082760	1087160	And that was itself inspired by brilliant work by a Japanese colleague of mine named
1087160	1092240	Marimoto, who, you know, showed in a little more complicated way that we ended up doing
1092240	1096920	it, but you know, showed that from physical reasons, some very simple controllers could
1096920	1100600	work for position control using basically conservation of energy.
1100600	1104920	And here there are, of course, strong ties to the concept of passivity as well.
1104920	1105920	Yes, yes, exactly.
1106320	1112680	Yeah, I mean, passivity, you know, passivity is closely related to the notion of energy
1112680	1118640	conservation is basically Lyapunov theory with inputs, you know, and so.
1118640	1123160	We're definitely going to talk about that later when I hope we have a chance to really
1123160	1125720	dig into the topic of contraction.
1125720	1132040	But perhaps continuing on our chronological journey, I somehow noticed an interest, you
1132040	1138160	know, moving from adaptive control towards neural networks and the brain.
1138160	1145960	This happens pretty much in the 90s, I would say, beginning of the 90s and the mid 90s,
1145960	1150000	definitely with a paper called Gaussian networks for a direct adaptive control, but also with
1150000	1151240	many others.
1151240	1154520	I'm curious about what sparked your interest in the brain.
1154520	1160960	Well, you know, in the, in 19, I think, 86, I went to this big conference in San Diego
1160960	1165800	where there was kind of this neural network revival and everybody was, you know, there
1165800	1170280	was Hinton and Grossberg and Hopfield and all these people there.
1170280	1178600	And they, so it was kind of survival neural networks, but they were no stability, convergence
1178600	1182120	proofs or everything was kind of heuristic.
1182120	1186960	And it was very interesting, it was clearly very exciting, and there was clearly a lot
1186960	1189080	of potential.
1189080	1193520	But people like me with a kind of a more formal background, you know, we're always wondering,
1193520	1194520	you know, why does this work?
1194520	1196640	Or when is this going to work, actually?
1196640	1201640	The question at the time was that more, why doesn't it work, okay?
1201640	1206160	But it was more, you know, trying to put some formal things in there.
1206160	1211280	And people like Grossberg, for instance, had tried to do that for certain kinds of systems.
1211280	1215840	And we were trying to do that for motion control and robotics and stuff like that.
1215920	1221520	So just to fix the ideas, what was the main idea in the paper Gaussian networks for adaptive
1221520	1222520	control?
1222520	1225960	So the paper Gaussian network, basically, it took back the ideas from the paper with
1225960	1231240	Coetzee, I was mentioning, just on adaptive nonlinear control, the paper with Weeping
1231240	1236800	Lee on adaptive robot control, and just said, okay, so typically, well, in all of these
1236800	1240000	papers, you had what's called basis functions.
1240000	1244360	So in other words, the dynamics was composed of sums of terms.
1244360	1250040	And each of these terms was always the product of an unknown parameter, like a mass or an
1250040	1258880	inertia or something like that, time a known matrix, or known vector, which represented
1258880	1262280	what you know about the physics of the system, okay, and the vector itself, depending on
1262280	1263800	the state and so on.
1263800	1269960	And so, what we wondered with Rob Sanner was that, what if we don't know these basis functions,
1269960	1270960	right?
1270960	1276760	Well, so you have these physical basis functions, but you could also have mathematical basis
1276760	1280520	functions, you know, in the absence of any information, you could say, well, you know,
1280520	1286720	I'm going to expand my function in terms of a weighted sum of coefficients times mathematical
1286720	1290540	basis functions, Fourier series or things like that, right?
1290540	1292680	But it had to be done in an efficient way, you know.
1292680	1297940	So we came up with this way of using Gaussians, because Gaussians are basically functions
1297940	1298940	of compact support.
1298940	1303020	In other words, they are basically zero outside of a certain region.
1303020	1307980	And so, when you start using them as basis functions, you're going to cover the whole
1307980	1312460	state space with Gaussians, but you're going to use at any instance, you're going to use
1312460	1315900	only a few of them, because all the others are basically zero.
1315900	1317580	And so, that was the idea.
1317580	1322700	But also, the idea was more prosaically, you know, that you have these neural networks
1322700	1329980	and some things work, some things don't, didn't, but the key aspect for us was that
1329980	1333540	you had lots of parameters, so you could do lots of things, right?
1333540	1338460	And so, if we're trying to do things systematically with lots of parameters, doing these mathematical
1338460	1340860	expansion was a very natural thing, right?
1340860	1348060	But that also got me to then talk to other people, some of which became some of my best
1348060	1354140	friends like Stéphane Mallard, to try to be, to say, well, you know, sums of Gaussians
1354140	1355140	was nice.
1355140	1359340	So, this is probably an even better mathematical way to do things, perhaps wavelets or perhaps
1359340	1361540	other things, you know.
1361540	1367140	But the sums of Gaussians is still very current and lots of people use that paper, actually.
1367140	1371580	What I found very interesting in this paper is that there is a small section where you
1371580	1373340	talk about biological plausibility.
1373620	1379220	So, at the time, you were already aware of the relevance of this work in a biological
1379220	1380220	context.
1380220	1384900	So, you literally say, although the intention in this paper is to derive stable adaptive
1384900	1389780	controllers for nonlinear dynamic systems, intuitively, the composite structure of the
1389780	1396420	above control law is compatible with the observed movements of biological organisms.
1396420	1402380	And in 1996, there is your first paper on the neuroscience letters.
1402420	1406140	So, the intermediate cerebellum may function as a wave variable processor.
1406140	1411140	So, there is really a spike, if you wish, in your interest in the brain.
1411140	1419740	So, you know, we had done this work with Gunther Niemeyer, another Berlin student, on teleoperation.
1419740	1424580	And so, in teleoperation, you have, at the time, it was called master-slave, you know,
1424580	1430380	you have a manipulator and then a local manipulator and you have a remote manipulator and you're
1430380	1433140	going to do things remotely.
1433140	1438740	And if you want to do things precisely remotely, you need some kind of force feedback.
1438740	1445320	But if you have now, if you'd have this with, it means you have a feedback loop now between
1445320	1451740	the local and the remote and a pure delay in the feedback loop in both direction, which
1451740	1454700	is a perfect recipe for instability.
1454700	1463880	And so, what we had shown, which was inspired but also by some work of Anderson and Spong,
1463880	1472780	we had shown that you could get the system to not naturally generate instabilities by
1472780	1478260	making the transmission work like a flexible beam.
1478260	1482260	And mathematically, one very simple way to do that is that instead of transmitting through
1482260	1486620	the transmission with the usual variables, like positions and velocities and so on,
1486620	1493300	you transmitted composite variables, which were mixtures of forces and velocities.
1493300	1500100	And doing so, you mimicked a transmission line with, and the transmission line of passive
1500100	1501260	transmission lines.
1501260	1506260	So, if you put the transmission line on the table, it's not going to explode because there's
1506260	1507620	no source of energy, right?
1507620	1514460	And so, that was this idea of getting passivity, which as I mentioned, some early work had
1514460	1519580	done, but using this idea of just sending the right variable through this transmission
1519580	1520640	line.
1520640	1526300	And it also started to be a little of a theme because the sliding variables were composite
1526300	1528500	variables, were sums of variable.
1528500	1532500	And these were different sums of variable that, you know, really helped.
1532500	1543140	And we also, there was another article actually where we, I talked at that time to also people
1543140	1548780	in neuroscience, and they said, you know, understanding motion control is very hard
1548780	1552940	because you have this mess, what you measure, it's not clear if it's position, it's not
1552940	1558020	clear if it's velocity, it seems to be kind of this mixture, you know, biology is dirty.
1558020	1562380	And you know, my point was, no, no, it's not because it's dirty, it's because using the
1562380	1564820	right composite variable, right?
1564820	1569180	It's actually simplifying things by doing things this way, you know.
1569180	1573260	And so, that's also led to that paper about the cerebellum and so on.
1573260	1576860	But because if you think of it, right, from the brain to the hand is at least a tenth
1576860	1579140	of a second for the message to go.
1579140	1581980	And similarly, the other way back, right?
1581980	1587300	And so, you have very much this problem that you have in teleoperation with a pure delay,
1587300	1588300	okay?
1588300	1591540	Incidentally, the work we have done with Nimaya was interesting for a different point of view
1591700	1597620	is that it's very easy with a delay to get an instability, even if the delay is really
1597620	1598620	small.
1598620	1604060	Conversely, using these wave variables and so on, with small delay, the delay becomes
1604060	1606100	completely transparent.
1606100	1611780	So, instead of, you know, spending your time fighting the stability of the system, because
1611780	1616020	you know, there's an operator on the other side, right, so you can, but instead of spending
1616020	1620140	your time fighting the stability of the system, you can have something which is naturally
1620140	1624340	stable and at small delays is completely transparent, you know, so.
1624340	1625340	That's fantastic.
1625340	1631100	And is there also a message behind this that, you know, using these variables, we gain some
1631100	1632100	predictive capability?
1632100	1633100	Yeah, yeah.
1633100	1634940	So, then you can interpret these variables, right?
1634940	1639660	So, some of these variables are like predictions, and some of these variables kind of add damping,
1639660	1640660	right?
1640660	1643180	So, you can interpret what these variables do.
1643180	1644180	But yeah.
1644180	1645180	Fantastic.
1645220	1650660	And of course, I mean, the brain is dealing with very slow components, right?
1650660	1655020	So, in other words, the brain is doing all these things, you know, famous basketball
1655020	1659980	players and so on, so much better than, you know, robotic basketball players.
1659980	1667460	But still, they're using brains where neurons react about a million times slower than transistors,
1667460	1668460	right?
1668460	1671860	So, humans are very good at real-time motion, although they're dealing with desperately
1671860	1674340	so slow hardware, okay?
1674500	1676220	And very energy efficient also, in terms of...
1676220	1677220	And very energy efficient.
1677220	1678220	So, that's the other thing, right?
1678220	1683140	So, maybe we'll talk more about learning, deep learning and so on later on.
1683140	1688760	But you know, so, when you do deep learning or things like that, you literally put batteries
1688760	1691900	of computers near electric dams, right?
1691900	1694140	Because you need so much energy.
1694140	1696780	But the brain is using 20 watts, right?
1696780	1700220	Which is much less than any light bulb, right?
1700220	1704140	And incredibly interesting, and we're definitely going to talk about that maybe towards the
1704140	1705660	end of this episode.
1705660	1711740	But first, I would like to dig into perhaps one of your most important contributions.
1711740	1719060	So, in 1998, you published together with Winfield Lummiller on contraction analysis for nonlinear
1719060	1720060	systems.
1720060	1724140	So, here I think we owe to the audience a definition of what contraction is, and perhaps
1724140	1726020	even what stability is.
1726020	1727020	Yeah.
1727020	1732340	So, Winfield was a super brilliant German student, and he had the very much European
1732340	1734300	training as I had actually.
1734300	1738260	So, you know, he happened to be really good at many, many things, and in particular at
1738260	1739820	fluids.
1739820	1743420	It was the time when I was starting to try to do catching with robots, you know, and
1743420	1745900	we're trying to throw paper airplanes and catch them.
1745900	1754100	And we realized there was no way to build predictors or observers for nonlinear systems,
1754100	1755100	which were reliable.
1755100	1758300	And the idea of throwing a paper airplane is that it always flies differently, and it
1758300	1760020	can fly up or it can fly down.
1760020	1764180	It can fly straight, and you want to be able to predict that in real time.
1764180	1770540	And we realized there was like zero techniques to do that.
1770540	1776380	And so, we wondered with Winnie about Lyapunov, and Lyapunov was, as we mentioned a little
1776380	1781180	earlier, Lyapunov theory, which for me, Lyapunov theory is one of the most brilliant idea in
1781180	1782980	the history of science, right?
1782980	1787500	But Lyapunov theory is based on, precisely because it's so simple, it's based on the
1787500	1789020	idea of virtual physics, right?
1789020	1796580	It's based on the idea of basically creating mathematically something which could be interpreted
1796580	1799220	as physics, it's a virtual world.
1799220	1804540	But it's basically virtual mechanics, it's virtual kinetic energy and things like that.
1804540	1808860	And so, we wondered, you know, what if we try to do virtual fluids, right?
1808860	1812540	So that was basically the original idea.
1812540	1817780	And Winnie started to do a little, a bunch of, you know, simple simulations where we
1817820	1819820	used just the divergence of the system.
1819820	1824460	So as simple as you can get for virtual fluids, it already worked really well.
1824460	1830380	So we started to build on that, you know, obviously the divergence, which for the aficionados
1830380	1835340	is also the trace of the Jacobian, which is the sum of the eigenvalues of the Jacobian.
1835340	1839100	The fact that the divergence is negative shouldn't be enough to guarantee that you always tend
1839100	1840820	towards one trajectory.
1840820	1842820	It just guarantees that volumes shrink.
1842860	1848820	So we tried to make it more explicit to show that, to give conditions in which any two
1848820	1853260	trajectories of a system would tend towards a single trajectory that didn't have to be
1853260	1856420	an equilibrium, but it had to be in the trajectory, right?
1856420	1864860	And also, so in a sense, it was a kind of Riemann joining forces with Lyapunov, right?
1864860	1870860	Because we had to define the distances in the right way and distances involves metrics,
1870900	1875300	you know, the original name of contraction actually was metric theory and we changed
1875300	1876740	it to contraction.
1876740	1884300	So it's very much Riemann coming to help to build Lyapunov-like functions.
1884300	1885620	This is incredibly interesting.
1885620	1892780	I guess some intuition for the audience is that contraction guarantees that small disturbances
1892780	1897780	or initial conditions are asymptotically forgotten.
1898180	1904740	The way it's defined, it's a concept that is defined in terms of the differential dynamics,
1904740	1905740	right?
1905740	1907580	So it's small displacements.
1907580	1914020	So we can situate this idea, I mean, in history as ancestors, I would say the calculus of
1914020	1915020	variation.
1915020	1916020	Yeah, yeah, the calculus of variation.
1916020	1920220	So originally, you know, we paid a lot of care of, you know, we kept defining these
1920220	1923620	differential displacements and so on.
1923620	1926860	And you know, we paid a lot of care saying, well, you know, these are well-defined mathematical
1926940	1929460	objects and so on, because actually that's what the review says.
1929460	1930460	What are these things?
1930460	1931460	These are approximations?
1931460	1932460	No, no, they're not approximations.
1932460	1934140	They're just differential displacements.
1934140	1939740	So these are exact relations, like the way you say d cosine theta equal minus sine theta
1939740	1940980	d theta, right?
1940980	1943460	It's an exact relation between differentials.
1943460	1945600	This can be well-defined mathematically.
1945600	1948940	This is actually what is used in the calculus of variation.
1948940	1952940	And from our point of view, it's also what was used in fluids, right?
1952940	1955500	That's exactly what you're doing all the time in fluids.
1955500	1958500	So that's what we did.
1958500	1964260	And it, you know, took a few iterations to get to the right formulations, but basically.
1964260	1966660	And you know, in passing, it had...
1966660	1973660	So I must say, either we were lazy or modest, I'm not sure.
1973660	1979540	But there's a section in that paper where we give extensions.
1979540	1982580	And each of these extensions is put as a remark.
1982660	1987020	And after that, people wrote entire papers on this single remark.
1987020	1992580	For instance, we show that if you have a contracting system driven by a periodic input, then you
1992580	1996060	tend towards a state of the same period.
1996060	2001820	And it's very easy to show, but it shows also the power of the formulation.
2001820	2002820	But it's funny.
2002820	2006460	So lots of people took these remarks and then wrote papers.
2006460	2012340	We showed also that the way we define contraction was based on the Euclidean norm, but you could
2012380	2014980	pick other norms, one norms or infinity norms and so on.
2014980	2019540	And you've got equivalent definitions of contraction, but some of which may be easier to compute
2019540	2020540	in some contexts.
2020540	2023700	I have lots of questions in this respect.
2023700	2032260	I mean, maybe one provocative question is why somehow the framework of contraction?
2032260	2035900	So why working on tangent spaces?
2035900	2041860	Why is it possible that we can study nonlinear phenomena in such an easy way through essentially
2041860	2043620	linear techniques?
2043620	2044620	So why is it?
2044620	2045620	Yeah.
2045620	2051660	So we wonder about that, especially, you know, Winnie, of course, had taken my class and,
2051660	2056300	you know, one of the things, any nonlinear systems class says, you know, says, well,
2056300	2058220	nonlinear is very different from linear.
2058220	2062700	You know, if you take a linearization at a point, it doesn't tell you what the nonlinear
2062700	2064460	system is doing.
2064460	2066660	So we wondered about that.
2066660	2070420	But then we quickly realized, actually, the key is that it's not linearization at a point.
2070420	2073020	It's linearization everywhere.
2073020	2074140	It's linearization everywhere.
2074140	2079380	So it's as if, you know, you take a function and I give you the slope everywhere and I
2079380	2080980	give you the value of the function at a point.
2080980	2083540	And of course, you know the entire function.
2083540	2086820	It's not the same thing as giving you the value of the point of the slope at a point
