start	end	text
863700	864260	Exactly, yeah.
864260	870420	That's an often quoted quote by Richard Feynman, a synthetic biologist.
870420	871060	Yeah.
871060	873700	I think it captures the essence quite well.
874180	879860	Actually, yeah, I was looking at the history of synthetic biology, and it seems to be extremely
879860	885620	recent, at least, you know, the year 2000 seems to be the turning point in this field.
885620	890980	Of course, there are predecessors, but in 2000, there were, I believe, three really
890980	897860	milestone papers on nature where people actually implemented biological circuits that essentially
897860	899220	implemented a switch.
899220	904820	Another one would implement an oscillator, and another circuit would implement a feedback
904820	905860	mechanism, essentially.
905860	907060	So all three in the same year.
907060	908180	It's incredible.
908180	908820	That's right.
908820	910020	Even in the same journal.
912260	912900	Exactly right.
912900	917540	So there were three milestone papers that essentially demonstrated what you said.
917540	920420	One can think of these circuits in the following way.
921060	925220	One of them used one gene, and the second one used two genes, and the third one used
925220	927300	three genes, and they all had negative feedback.
927300	930900	So when you have negative feedback with one gene, you have an auto-regulatory circuit,
930900	933700	so that's the usual feedback systems that we like.
934340	939300	When you have two genes, each having negative feedback on each other, you have positive
939300	943780	feedback, and that's what implements, by stability in this case, a toggle switch.
944580	950180	And the third had, you know, three genes, each repressing the other in a sort of a
950180	951860	ring-type fashion.
951860	953460	So then you get a ring oscillator.
954180	957060	And yeah, that's a work of Michael Elowitz.
957380	962260	Those are the three classic papers that kicked the field into motion.
962260	968900	And in fact, the tools of synthetic biology, genetic engineering, the most important tool,
968900	974900	they were already available in the 70s and 80s, and many biologists actually have done
974900	976020	synthetic constructs.
976020	982820	But I think in the year 2000, people were thinking of this field more like VLSI circuit
982820	983460	design, right?
983460	990660	So you can build circuits and devices that then you can put together into functional
990660	991300	units.
991300	994180	And this is a distinctly engineering approach.
994180	998740	It's no longer just tinkering with one gene or another to see what happens, but it's
998740	1001780	actually with a purpose to build more complex systems.
1002420	1008260	And here we are, what, 23 years later, and, you know, we're still struggling with a lot
1008260	1009620	of these designs.
1009620	1011780	We can build more complicated circuits now.
1012500	1016580	Instead of one or two genes, we can build circuits with tens of genes.
1017140	1018900	But there's still lots of challenges.
1018900	1021380	So I think the field is still in its infancy.
1022020	1025860	A huge promise, of course, but lots of challenges.
1025860	1031300	So I think for researchers who want to work in this field, I think this is a very good
1031300	1032340	time to be doing it.
1033620	1036260	There's a lot to unpack in what you just mentioned.
1037300	1038420	I don't know where to start.
1038820	1044180	One of the things that made me think when you were elaborating on your thoughts was
1044180	1050740	that you touched on so many elementary components that are very familiar to the area of
1050740	1051300	computing.
1051300	1053700	So switches, oscillators.
1053700	1058900	So in hearing about these concepts, what I think about is a computer.
1058900	1062980	So it seems like it's possible to assemble some sort of biological computer out of those
1062980	1063540	components.
1064260	1069140	The second thing that I'm extremely excited about is what we can actually do with these
1069140	1069540	circuits.
1069540	1074500	So the ones that you just mentioned and what is actually the time horizon in which we can
1074500	1077460	hope to see something, let's say, in our lifetime.
1077460	1080500	Is it going to be in two centuries, a millennia?
1080500	1081140	Who knows?
1081140	1086340	And the third thing that I would like to ask you is what are the main developments in the
1086340	1088980	middle, let's say from 2000 to today?
1088980	1091300	So what happened in between?
1093620	1099540	Okay, so starting from the last part of your question, so what happened in between?
1100260	1105860	I think that what happened is people started to build more complex circuits.
1106980	1110340	And in the process, they ran into challenges.
1111300	1116980	So there are various challenges when you're working with biological substrates that one
1116980	1119380	does not find when working with electric circuits.
1120180	1124500	Interestingly, a lot of people working in this field, synthetic and systems, synthetic
1124500	1128100	biology in particular, have a background in physics or engineering and so on.
1129140	1134580	So the electric circuit analogy has been a running theme throughout.
1135540	1140580	And I think while this analogy had served the field well early on, I don't personally
1140580	1147780	think it's any longer a useful analogy to continue to pursue for reasons we can discuss
1147780	1148260	if you want.
1149460	1152820	But the idea there was, you know, you want to modularize everything.
1152820	1158580	So you want to build functional units that then you can combine together with other units
1158580	1163620	in series or in parallel and be able to scale up that way.
1164580	1168500	But biology didn't play well with this vision.
1168500	1169380	There are many issues.
1169380	1174420	For example, when you're doing electric circuits, communication or information is
1174420	1180980	transmitted through conduits, wires that are very, very precise, and only the parts
1180980	1184740	that talk to each other generally talk to each other, right?
1184740	1190580	I mean, of course, you could have electromagnetic interference and so on, but most circuits
1190580	1191620	don't have these issues.
1192660	1193860	In biology, it's not like this.
1193860	1196820	You know, all the molecules see all the other molecules.
1197460	1200980	So the way you would transmit information is through specificity.
1200980	1203860	You know, molecule A binds to molecule B.
1203860	1209540	Maybe it binds molecule C a little bit, but really it's molecule B that it needs to
1209540	1210180	interact with.
1210740	1213700	So you end up with a lot of crosstalk like this.
1213700	1214740	So that's one problem.
1215380	1218580	Another problem is noise or stochasticity.
1219140	1224340	So when you're working with electric circuits, you have your Ohm's law, you have your
1224340	1229540	ordinary differential equations, or, you know, everything is more or less deterministic.
1229540	1234020	Of course, one can still talk about shot noise and so on at various frequencies.
1234020	1235780	But in biology, it's not like this at all.
1235780	1239380	So molecules very often come in very low copy numbers.
1239380	1245860	So you have one gene, for example, a handful of mRNAs, and these interactions between these
1245860	1250420	low copy numbers species, they're random in nature.
1251460	1257300	Molecule A interacts with molecule B only if they happen to bind, collide with each
1257300	1257800	other.
1258260	1263620	But maybe in the process or before that happens, molecule A interacts with molecule C first,
1264340	1266580	and then some other reaction takes place.
1266580	1271700	So really, the timing and order of chemical reactions when you have very low copy numbers
1272260	1272900	is random.
1274260	1278340	So this should be compared with what you've learned in chemistry in high school, where
1278340	1283780	things are present in very large copy numbers, Avogadro's numbers in a test tube, where
1283780	1285620	none of this is true.
1285620	1292180	So you can actually approximate or you can safely describe the dynamics using ordinary
1292180	1293140	differential equations.
1293140	1297300	They're nonlinear, but, you know, that come from mass action kinetics or other type of
1297300	1297780	kinetics.
1297780	1305780	But in the end of the day, you get deterministic equations that represent continuous variables
1306500	1311300	that describe the different concentrations of the different reactions, but not so inside
1311300	1316980	the living cell where the copy numbers is low and the randomness is ever present.
1317540	1325940	So a more suitable tool in this case is to look at, instead of continuous variables that
1325940	1332260	evolve deterministically, you look at stochastic or random variables to represent the number
1332260	1339540	of molecules for each of the different proteins or RNAs and the stochastic nature in which
1339540	1341700	these random variables evolve.
1341700	1347780	So really, the typical model that we work with in this case is a continuous time discrete
1347780	1353780	state Markov process, and that's a much better representation of what's going on inside
1353780	1356900	the living cell, especially when you have very low copy numbers.
1356900	1360100	So noise is another big problem that one has to deal with.
1360100	1364820	Of course, nonlinearity as well, because everything is nonlinear when you have chemical reactions.
1365620	1372660	And so a wealth of mathematical as well as computational problems to deal with.
1373540	1373780	Yeah.
1373780	1377940	So what you just said, essentially you replied to a question that I wanted to ask you, which
1377940	1382180	would be what are the challenges in controlling biomolecular systems?
1382180	1387620	And to me, it seems like the scale in a way determines also the way you describe the processes
1387620	1388820	that you're interested.
1388820	1394340	As you said, there seems to be a fundamental difference between electrical circuits and
1394420	1396900	biomolecular, if you want, systems.
1397460	1401220	So, and I wonder what is the role of control engineering there?
1401220	1403860	So what can we hope to achieve?
1403860	1405860	What is the current progress there?
1406740	1408740	And where are we going towards?
1410260	1416180	I mean, I think I don't want to give the impression that one must only use these stochastic models,
1416180	1417220	otherwise nothing works.
1417220	1421060	Because depending on the problem that you're looking at and the scale that you're looking
1421060	1426820	at, very often deterministic ordinary differential equations can still serve as good models for
1426820	1427940	biological phenomena.
1428820	1433140	Just one has to be careful that when you're looking inside the cell, especially smaller
1433140	1438820	cells like bacteria, this assumption may be violated and you may end up with behaviors
1438820	1439780	that are very different.
1439780	1444100	Very often, actually, the most suitable approach is a hybrid one, where you have some variables
1444100	1451300	that are stochastic and discrete, others are continuous and evolved deterministically,
1451300	1452900	and they interact with each other.
1452900	1457060	So, you know, this is probably the most useful model.
1457060	1459380	So what control problems exist?
1460500	1466740	Even if one sticks to the deterministic framework, and let's talk about this first, the issues
1466740	1472420	that I mentioned before, crosstalk is one of them, you would like to do regulation,
1472420	1476820	you'd like to regulate certain variables, and these variables, for example, must track
1476820	1484260	certain set points or reject certain disturbances, so you end up with a control problem.
1484260	1488820	You know, how do you design a feedback or feedforward mechanism that will implement
1489700	1492420	this or that would meet these control specifications?
1492420	1494740	So what is so challenging about biology?
1495300	1500660	Well, for one thing, again, we're sticking even to deterministic descriptions, all the
1500660	1502820	variables are positive variables.
1502820	1506980	So whatever you want to do, it has to be done with positive quantities, right?
1506980	1508100	So positive systems.
1508740	1512260	I mean, that's one of the main challenges.
1512260	1520100	The functions that you build, the controllers that you have to synthesize, you cannot just
1520100	1523700	write a transfer function and just say, please build me this transfer function, you know,
1523700	1525460	or this nonlinear function.
1526340	1530020	You are constrained by chemical reactions.
1530020	1535380	So everything that you want to implement, your controller, for example, has to be implementable
1536100	1538420	using biochemical reactions, right?
1538420	1540820	So that also adds a second constraint.
1541380	1546500	And it's the interplay of these two constraints, the positivity of the variables plus the
1547060	1551620	constraints that are imposed by the type of interactions you can have inside a living
1551620	1556260	cell, I think give biology the distinctive flavor that it has.
1556980	1559940	And it opens up a wealth of problems in control theory.
1559940	1563620	What kind of controllers can you build using these chemical reactions?
1563620	1569380	How would you achieve, let's say, perfect tracking, robust steady state tracking with
1569380	1572660	these type of controllers and these type of networks?
1573380	1578180	They have to be positive, they have to be implementable, realizable as a chemical reaction.
1578180	1583060	Can you realize any transfer function, or can you approximate it using biochemical reactions?
1583060	1588260	So there's really a wealth of problems that control theory can contribute to.
1589460	1593220	And I'm not saying that existing control theory can address these things, and that's really
1593220	1598500	the beauty of this, is that it's not just, you know, here, I'm just going to move the
1598500	1603220	methods that people have already developed in our field and just apply them to control
1603220	1604580	theory, to biology.
1604580	1605860	That would be the wrong approach.
1606740	1612340	I think one has to be open-minded, and you look at the problems that emerge in biology,
1612340	1621940	and more often than not, you have to develop a new control theory that is suited for biology.
1621940	1624980	And I think that's even more fun that way.
1625540	1627140	So that's what we do in my lab.
1627140	1634020	We try to develop a control theory, a new foundation for control theory at the molecular
1634020	1640340	scale, and then we also try to build these chemical reaction mechanisms using genetic
1640340	1641300	engineering tools.
1642020	1649220	And so I think for me, at least, the challenging part is also the most fun and interesting
1649220	1652420	part, is where the theory and the experiments meet.
1653140	1658980	The theoretical questions are motivated by the experimental considerations, and the experiments
1658980	1663140	we do are always guided or informed by the theory we develop.
1663140	1668900	And there's this interaction, very close interaction, that I think is just, you know,
1669460	1674820	every time theory impacts the experiment, I really get a kick out of this in the lab.
1674820	1682340	And I think that's sitting at the boundary between the experimental world and the control
1682340	1686660	theoretic world is really a very good place to be, at least for me.
1686660	1688500	It sounds incredibly interesting.
1688580	1693300	I just want to comment on what you mentioned before about the constraints, if you want,
1693300	1694580	that biology imposes.
1695140	1700580	So maybe just to clarify the fact that all variables need to be positive, I guess that's
1700580	1705780	because we're always talking about concepts that are quantified quantities of things that
1705780	1709540	are out there, or I guess fluxes or other...
1709540	1710260	Concentrations.
1710260	1711780	Concentrations, exactly.
1711780	1717860	So it's incredible how positive system theory there has a huge role.
1718500	1722740	And the second thing that I wanted to mention is related to the question of realization
1722740	1723780	that you mentioned before.
1724340	1729460	I find it very fascinating that in this context, you're very much constrained, as you mentioned
1729460	1730660	by chemistry.
1730660	1736180	And so the realization theory, if you want, that you can build out of these systems has
1736180	1737620	to comply with those rules.
1738180	1744260	And I guess it imposes huge constraints because everything has to comply with the law of mass
1744260	1747940	action or with those nonlinear equations.
1747940	1753780	And therefore, it's very, very different from, again, the world, the realm of electricity.
1754420	1759380	But I also thought that maybe this is actually a good point, as you mentioned about the work
1759380	1764100	of your lab, to shift gears and to start talking about motifs.
1764100	1770100	And one of the motifs that your lab has developed, which I find incredibly interesting, as a
1770100	1775220	preview to the listeners, we're going to talk about one of the first PI controllers, if
1775220	1780100	not the first, I'm not sure about it, but I think it's the first, in biomolecular systems.
1780100	1785220	And this is something that gets me incredibly excited about the future of this branch of
1786020	1788820	control theory and systems and synthetic biology.
1790180	1793700	Yeah, so biologists like to talk about motifs.
1794580	1799460	That's not a word that exists, I guess, or is commonly used in our field in control
1799460	1799860	theory.
1800420	1802820	So let me just explain what a motif is.
1802820	1810340	So a motif is usually just a pattern that recurs with a frequency that is much higher
1810340	1812660	than one would expect if it were by chance.
1813540	1819300	So you could have a motif in terms of a sequence of nucleotides in a DNA that repeats.
1819300	1823140	What we're more interested in is network motifs.
1823140	1830420	And so these are simple network elements that implement a certain function that you
1830420	1836260	usually see much more frequently than chance, such that this small network forms a basis
1836260	1839300	for much more complex biological behavior.
1839300	1841220	So one example of that is a feedback loop.
1841220	1847460	So that would be a simple network motif, or a feedforward loop, or let's say an oscillator,
1847460	1848900	or a positive feedback loop.
1848900	1850340	So those are the different motifs.
1851220	1858100	When I first joined ETH in 2011, before actually joining, I was just doing purely systems biology,
1858100	1859940	so more analysis, system theory.
1860500	1863860	Now coming to ETH, I had the opportunity to start my own lab.
1864500	1867780	I have to say, before that, I hadn't touched a test tube in my life.
1867780	1873300	So it was a bit of an experience to kind of try to learn all of these techniques and build
1873300	1875300	a wet lab from scratch.
1876100	1878660	But I already had tenure.
1878660	1879460	I had nothing to lose.
1880420	1883220	And so if it didn't work, I would just close it.
1883220	1884180	That's the way you do it.
1884180	1887380	Continue doing theory as usual.
1888100	1891700	And that was one of the best decisions I had made, actually, professionally, is to start
1891700	1892260	a wet lab.
1892260	1897300	Initially, I thought I would just have one bench with one student, maybe doing some experiments
1897300	1899860	to verify the theory.
1900580	1906500	Right now, I have more than 16 different benches, and my group is actually more than half people
1906500	1907380	doing experiments.
1907940	1911300	So it's been a really very rewarding experience.
1912260	1913940	We didn't do it at the expense of theory.
1913940	1920660	We just sort of just added to the theoretical work and gave it much more color and life
1920660	1921620	and meaning.
1922260	1926820	And also to the theoretical questions that we ask are now very different, because they're
1926820	1928980	driven by what we see in the lab.
1928980	1937060	So having the ability to do experiments meant to me that now I can switch from doing system
1937140	1939620	theory to doing control theory.
1939620	1941140	So now we could do synthesis.
1941140	1946580	It didn't really make much sense to do synthesis if you're just doing analyzing existing systems.
1946580	1951860	Now, suppose you would like to design a new feature or you would like to control a living
1951860	1953380	cell in one way or another.
1954340	1962740	We started by using a technique that had been developed earlier called optogenetics, namely
1963380	1967860	developing cells that are actually sensitive to light so that you can actually control
1967860	1970660	them by shining light with different intensities.
1971220	1972980	That was the earlier problem.
1972980	1978740	So we would control, we would still use computer controllers, but the computer controllers
1978740	1985540	would send out signals that are light signals whose intensities actually serve as the actuation.
1986100	1991620	That was fun, and we actually were able to build the first feedback control system.
1992580	1996100	The computer controlled the gene expression at the time.
1996100	1997300	This was 2011.
1998100	2005940	But then another experience that I had in the past, namely integral feedback, came to
2005940	2006500	the front.
2006980	2012900	And the question was, can we build integral feedback controllers inside living cells?
2013700	2018660	You know, having shown that these systems naturally exist, for example, in calcium and
2018660	2024340	many other systems, it was obvious to ask the question, how would you build one?
2024340	2026820	Nobody had built integral feedback controllers.
2027540	2033300	And then, you know, we started trying to build a system that mimics the calcium homeostasis,
2033300	2039220	and we spent a lot of time on it, several years, two or three years, not really very
2039220	2039940	successfully.
2040660	2047220	One time, we thought we had it, and it was exhibiting zero steady state tracking errors,
2047220	2049140	everything that an integrator should do.
2049860	2052820	But to our disappointment, it was actually an artifact.
2052820	2057380	We discovered it was a biological artifact, and what we are seeing was not really the
2057380	2059220	action of an integral feedback controller.
2059220	2065220	It was a combination of negative feedback with disturbance feedforward that was behaving
2066020	2068100	very much like what an integrator would do.
2068900	2075860	And this went on for quite a while, and then I think the breakthrough came from the theory
2075860	2076180	side.
2076820	2083540	We had come up with a new motif that, which now we call, I called it the antithetic motif
2083540	2087780	for a reason that has to do with the way the molecules interact with each other.
2087780	2095220	So this antithetic motif, on paper, should be able to implement or realize integral feedback.
2095860	2101860	And it required two molecules, and you know, you can do negative variables by having two
2101860	2104340	positive variables and look at their difference, essentially.
2104900	2111780	And so this motif is a kind of a sequestration or annihilation motif, to use the term we
2111780	2112900	like to use in biology.
2112900	2118420	But essentially, two molecules bind with each other, and they prevent each other from being
2118420	2119220	active.
2119220	2124900	And one can use that behavior to realize integral feedback control systems.
2125460	2126900	And so the theory was nice.
2126900	2132100	And in fact, it turns out that these type of integral feedback controllers are also
2132100	2132980	noise resistant.
2133620	2137780	So they allow us to solve this problem with stochasticity or noise.
2137780	2142900	In fact, they would exploit noise so that they would function better in the presence
2142900	2143380	of noise.
2143380	2148020	Whereas if the system was noise-free, one would observe oscillations.
2148020	2153140	Now the presence of noise would actually lead to a dampening of this oscillation.
2153140	2156500	Very counterintuitive, but one can prove this mathematically.
2157300	2162420	And so then there was a sudden and abrupt switch in the lab.
2162980	2166260	Okay, drop everything that you're doing with these other systems.
2166260	2169220	Let's now try to implement these antithetic controllers.
2169780	2174900	It still took a good year and a half to two years to build them and verify that they were
2174900	2175460	functional.
2176580	2181780	But in fact, because we had to find the right biological molecules that had the behavior
2181780	2185460	that we were looking for, and it was a very stringent constraint.
2185460	2187620	You know, these molecules have to sequester each other.
2187620	2192340	Once they're bound, they could not function anymore to actuate.
2192340	2197300	And so we found them in the form of what's called sigma factors that exist already in
2197300	2197860	biology.
2198500	2203780	Once we built it, we could verify that we actually have an integral feedback controller
2203780	2204420	on our hands.
2205220	2211220	And I think these were very happy times because it really, from beginning to end, it took
2211220	2215220	a good part of seven years to build that first integral feedback controller.
2215220	2218740	But it was a glorious moment when this finally worked.
2219620	2222980	The paper appeared in Nature in 2019.
2223620	2230900	Now, to 2023, you know, we can build many of these, let's say one every two or three
2230900	2234420	months, with much better properties, better dynamic range.
2234420	2237380	It works in mammalian cells and bacterial cells.
2237380	2242020	So, you know, once we had that first integrator, we started learning about its property and
2242020	2243060	how to optimize it.
2243780	2246100	We have advanced quite a lot since then.
2247220	2253140	That must have felt like a real eureka moment, almost like in Harold Black developing the
2253140	2254660	negative feedback amplifier.
2256100	2262980	At least for me, it was, you know, the culmination of a lot of attempts, failed attempts and
2262980	2263780	a lot of effort.
