start	end	text
785300	789500	So what we call these days as loss function.
789500	794380	And so you then try to adjust your gains in a way so that you minimize that loss
794380	795380	function.
795380	797300	And so what do you do in order to do that?
797300	799340	You look at something called the gradient.
799340	804260	OK, all right, let's adjust the gains so that when I look at the gradient of this loss
804260	809100	function, then that gives me the indication as to what direction should I adjust.
809100	810700	Is it down or is it up?
810700	811780	And by how much?
811780	813980	And I designed it step size and so on.
813980	818420	So all of those things were basically captured in the MIT rule.
818460	825500	And so who, I mean, yeah, so who basically proposed that particular concept.
825500	830740	So now in parallel, people were trying, beginning to understand about stability
830740	836940	theory, about how to design control systems for systems with nonlinear dynamics.
836940	839780	And so the whole notion of Lyapunov's direct method.
839780	844660	And again, Kalman wrote the seminal paper of how to use that in the design of
844660	845820	nonlinear control systems.
845820	852740	So what people found out soon in the 70s was that this MIT rule, while it's great in
852740	856260	many cases, it sometimes big falls short.
856260	861580	And that is captured by basically tools from stability theory, which says that these
861580	866580	gradient rules are things that do not actually not only not help you, but sometimes
866580	870940	really hurt you because it can actually produce some instabilities if there is a
870940	876180	latency between those performance functions you're measuring and the parameters.
876180	879300	And some of those counter examples basically were brought in.
879300	886340	And so that basically led to adaptive control theory, where you really need to look at
886340	891100	two different kinds of measures and errors in the system.
891100	895140	One is this loss function that you can actually measure, but the other is the
895140	898180	parameters that you're trying to learn and adjust.
898180	904140	And you need to worry about what kind of latencies basically are present between the
904140	906460	time you measure and the time you adjust.
906460	911700	And not all problems can be tackled by just using the gradient alone.
911700	917500	So that basically was sort of the foundation of adaptive control theory.
917500	919940	That's a fantastic way also.
919940	926580	I mean, we talk about a fantastic way to move towards a transition between this brave
926620	931740	era and the era of the 70s, where you mentioned that there is a prominent role of
931740	934980	Lyapunov stability in adaptive control.
934980	939660	We also talked about the fact that most of the research in the brave era was motivated
939660	941900	by supersonic flights.
941900	947900	And it is in this time that there are many successful flights, actually, that produce
947900	950820	incredible results, I would say, in avionics.
950820	954780	Maybe we can hear an excerpt of a video that is taken from those years.
954820	955820	Of course.
955820	956820	Yeah.
984820	988820	The crew cameraman in one of the chase planes gets difficult and dramatic coverage of the
988820	990820	smoothly executed landing.
997820	1003820	Crossfield is uninjured, but the X-15, one of three in the X-15 research program, sustains
1003820	1006820	minor repairable damage.
1006820	1011140	Crossfield checks his bird, which prior to this incident had made several successful
1011140	1014180	glide and powered flights.
1014580	1018780	Soon the X-15 will be released from contractor demonstrations, and research flights will
1018780	1024180	begin by the National Aeronautics and Space Administration and the United States Air Force.
1028180	1034300	So this excerpt testifies the success of adaptive control, I would say, in practice in the field
1034300	1036020	of avionics.
1036020	1043020	The problem is that in 1967, unfortunately, things didn't unfold so well in the test of
1043020	1047100	a flight that Michael Adams was conducting for NASA, I believe.
1047100	1048100	That's correct.
1048100	1053140	He was testing the X-15-3 airplane.
1053140	1057020	And yeah, unfortunately, things didn't go so well in that scenario.
1057020	1063500	Michael Adams is known as the first American space mission fatality by the American convention.
1063500	1069060	He was also the first qualified astronaut because he flew above 50 miles for some period
1069100	1074100	of time before, unfortunately, his aircraft broke apart.
1074100	1075500	And maybe we can dig into that.
1075500	1080580	There is a delightful paper on the Control Systems magazine that you wrote about this
1080580	1081580	accident.
1081580	1082620	And I don't know.
1082620	1089260	So what happened and what were the problems from the point of view of adaptive control?
1089260	1095500	So I would certainly defer the details of what happened to the paper.
1095500	1098700	So we do get into that in detail.
1098780	1105340	But in a sense, what really happened was that there was a one of the there were several
1105340	1111020	control loops that they had, one of which was had this adaptive capability where there
1111020	1119260	was a control gain that toggled between two different values based on the content of the
1119260	1123940	frequency content of a performance measure that they were looking at.
1123940	1128780	And if depending upon the frequency content, it was either a smaller value or a larger
1128780	1130460	value, I forget which.
1130460	1132540	And that was the algorithm.
1132540	1135300	So you see, in a sense, it's a very simple concept.
1135300	1138060	I mean, the concept of adaptation is very simple.
1138060	1141860	You want something and based on what you what you want, you adjust something.
1141860	1147820	Now, you don't really if you if you're not aware of the complexity of what that means
1147820	1149940	to the system, then you can get into trouble.
1149940	1153460	And that's exactly what happened, because you see what you're doing is you're measuring
1153500	1156060	something and then you're adjusting the parameter.
1156460	1162020	Now, interestingly enough, I think this I should direct the discussion to Feldbaum's
1162020	1167860	dual control. Now, what should that parameter be for a given environmental situation?
1167860	1172740	So in order to really understand that and learn the parameters, you need to go into
1172740	1175460	estimation. And now that takes infinite time.
1175740	1181220	Now, in order to really make sure that your performance converges to the right value,
1181220	1182420	that takes infinite time.
1182420	1187820	That's control. Now, if you're trying to do both simultaneously, then you can get into
1187820	1193100	trouble because you're trying to adjust the gains and based on the error and the error
1193100	1194580	will depend upon the gains.
1194900	1197740	And so there is a loop circularity here.
1197740	1203580	And that's exactly what happened, because it turns out that what the situation was, was
1203580	1209420	not something that really fell neatly into either use this value A1 or A2, but something
1209460	1214780	else. And that's something that was whatever that new value was, was not learned by the
1214780	1220300	controller. And because it didn't really learn that value properly, it led into basically
1220460	1223820	instability because what you have now is a nonlinear control system.
1224260	1231780	And that had a behavior which led to the closed loop system having unbounded solutions.
1232540	1238660	So again, here was one where the control practice was way ahead of control theory.
1238860	1243980	And the awareness that what you really have is a nonlinear control system and it has to
1243980	1247060	be designed carefully was not there then.
1247140	1249780	And that's basically what we dug into in the paper.
1249820	1254780	We said, OK, let's now look at adaptive control because, you know, fast forward to what,
1254780	1257340	2010 from 1967.
1257660	1262980	Now we have this understanding of how you should define, design adaptive control
1262980	1268980	systems, how you can deal with this concept of dual control, where you have this
1269260	1273540	conflict between infinite time for estimation and infinite time for control.
1273940	1280020	And you basically break that by introducing appropriate control structures that can make
1280020	1285020	sure that your performance is well behaved and you have that under control before
1285100	1287340	learning, before learning.
1287700	1293340	So you do control first and then with hindsight, you learn the parameters.
1293620	1297420	That basically is, in a sense, the foundation of adaptive control theory.
1297740	1304700	It determines a solution to a dynamic system which has uncertainties in real time
1305020	1309220	without having fully learned what the nonlinear system is.
1309580	1315540	But what it does is it basically, even with imperfect learning, figures out what the
1315540	1320180	control system ought to do and so that you can then have the performance in check.
1320740	1326420	And so what we did in that paper is to basically lay that out and have a correct,
1326940	1328980	provably correct adaptive controller.
1329300	1333820	And then we compared it with what was actually implemented in the MH96, which is a
1333820	1336540	Minneapolis Honeywell 96 controller.
1336660	1340620	That was the name of that adaptive controller that they had in that fatal flight.
1341260	1345100	And then we said, OK, let's start to try and compare apples with apples.
1345140	1351540	And so we started to have a configuration where they looked identical except for, say,
1351740	1354380	the change in the way in which the parameters were adapted.
1354820	1359460	And so what we showed was that it was basically the way in which the parameters
1359460	1361580	were adjusted was incorrect.
1361580	1365980	And had they really, the awareness of what the overall control system is, had they
1365980	1371500	done this adjustment according to this rule, then that flight would not have crashed.
1371740	1376700	So it was a very satisfying experience because it was one of those things where we said,
1376700	1378820	OK, this is basically what must have happened.
1378820	1380420	And we were able to replicate that.
1380660	1384420	And also we could play a what if scenario.
1384420	1389180	If they had the awareness, this is basically what what they should have done, then
1389180	1390460	Michael Adams would be here.
1391300	1394420	I mean, you touched on so many interesting points.
1395020	1399620	First of all, I want to make sure that the audience knows that there will be links in
1399620	1402780	the description of this episode to all of the papers that we mentioned.
1403580	1409940	We're also basing also our story today on a beautiful article written by Anu and
1409940	1412580	Professor Fratkov on the history of adaptive control.
1412580	1415020	There will be a link to that paper as well.
1415060	1420180	There is also an upcoming paper, if I understand correctly, on the interplay between
1420180	1422180	adaptive control and reinforcement learning.
1422940	1429100	Yes, it'll appear in the annual reviews in Control Robotics and Automation Systems.
1429100	1432740	And yeah, the title is exactly that adaptive control and intersections with
1432740	1433580	reinforcement learning.
1433580	1435660	There will be a link also to this paper as well.
1435660	1441780	Of course, in discussing before we touched on, I would say, some very important
1441780	1446980	points. So the first one that you were mentioning was dual control and essentially
1446980	1452660	this tension between learning and controlling, which today is what we call the
1452660	1456660	tradeoff between exploration versus exploitation.
1456980	1461860	And also, I guess another thing that we should probably mention is that as a result
1461860	1468620	of this crash, I guess funding was cut short for a short period of time for what
1468620	1470140	concerns adaptive control.
1470140	1470940	Is that correct?
1470940	1479020	Yeah, so certainly people had to regroup and in the specific area of flight control,
1479460	1484020	there was a pause and efforts to really understand what happened, efforts to
1484020	1489540	understand control theory, efforts to understand a multivariable control theory.
1489740	1492300	And so many of those things were set in motion.
1492300	1499180	And even this whole effort to connect fundamental tenets of stability theory of
1499180	1503300	nonlinear differential equations with adaptive control, because, you know, the
1503300	1508260	recognition that what you really are doing when you start to adjust parameters of a
1508260	1513580	controller in real time makes the whole problem one of a nonlinear time varying
1513580	1517660	system, a system that is intentionally nonlinear.
1517660	1520300	So then how do you design those nonlinearities?
1520300	1524860	And so that's where there was a very elegant connection between adaptive control
1524860	1531060	design and Lyapunov theory, because Lyapunov theory gives you that guideline as to
1531060	1535580	how to design the controller such that you make something which is a positive
1535580	1537820	definite function into a Lyapunov function.
1538060	1540460	So some of those foundations were in place.
1540460	1545700	The other very elegant result is it's not something that people talk about a whole
1545700	1550580	lot these days, but again, in the 70s and the 80s, people explored that quite a bit,
1550580	1555980	which is a notion of hyperstability and the notion of absolute stability, which
1555980	1561260	basically is centered on passive systems and strictly passive operators.
1561540	1566580	And so the whole idea is that if you have, even though they might be nonlinear, then
1566580	1570740	if you have something which is a strictly passive operator in forward loop, then you
1570740	1576660	can have several passive operators in feedback loop and structurally the system
1576660	1578620	will be, will continue to be stable.
1578620	1580900	So that's why it was called hyperstability.
1581540	1584660	The notions of absolute stability also are connected with that.
1584660	1590660	So people like Popov and Aizerman, many of those kinds of really very elegant
1591020	1596340	stability theories of nonlinear dynamic systems were all sort of brought together.
1596540	1602460	And this interplay again between parameter adaptation and feedback control were all in
1602460	1607620	place. And, you know, so then over those two decades, the 70s and the 80s, with these
1607620	1612980	foundations in place, and then there was another thing to saying, OK, if you really
1612980	1619020	look at parametric uncertainties, then that gives you the foundation for how to set up
1619780	1620940	adaptive control systems.
1620940	1626580	But we also need to look at robustness to nonparametric uncertainties, which might be
1626580	1629140	in the form of disturbances and model dynamics.
1629420	1635420	And so I would say in the 90s, the foundations of robust adaptive control were in
1635420	1640460	place. So this led to introducing terms, which we didn't call it as regularization
1640460	1645300	then, but it's really ways of regularizing the underlying function, which is convex.
1645300	1647620	And you really need to make it strongly convex.
1647780	1649860	And that gives you the robustness.
1650100	1655020	And that led to a whole bunch of methods based on dead zone, based on what is known as
1655020	1659060	sigma modification, e-modification, parameter projection.
1659060	1664020	And all those basically led to this is how you would design a robust adaptive control
1664020	1669220	system. And so with that now, I say, you know, we should come full circle.
1669420	1675860	And now coming into the 21st century, there's been actually several successful
1675860	1684100	demonstrations of advanced flight vehicles with adaptive control, which are actually
1684100	1687260	in production. And many of these things have been designed by Boeing.
1689020	1690380	This is something that I didn't know.
1690780	1693860	I mean, you touched again on so many interesting aspects.
1693860	1697740	I would like to dissect them a little bit more, all of them, just because it's such a
1697740	1703460	fascinating story. So again, maybe like moving on from this accident in the 70s, you
1703460	1706660	mentioned that Lyapunov stability took over somehow.
1706660	1712540	This is also the time just after 1967 is really the time of also the developments that
1712540	1714820	led to going on to the moon, essentially.
1715260	1721500	And so in between, let's say, the 70s and the 80s, stability really played a role.
1721500	1724780	Lyapunov stability really played a role in adaptive control.
1724780	1730860	And as you were mentioning, in moving forward towards the 80s, once you have a Lyapunov,
1731100	1736740	let's say, set up, then it is immediate to ask also the question of robustness of these
1736740	1742460	methods. Something else that I should mention also before, you know, essentially digging
1742460	1748740	into this 70s and 80s period is that hyperstability and all of these concepts of
1748740	1751820	absolute stability as well were coming from the Soviet Union.
1752660	1757980	And I guess this was also the result of the competition between the US and the Soviets.
1757980	1759220	I'm not sure about that.
1759780	1760900	Yeah, you know, yeah.
1761180	1765940	In fact, when we were writing this paper, Sasha Freitkopf and I were talking about
1765940	1773100	exactly that, that there's been just so many rich developments, both in the Soviet
1773100	1775660	Union and the and I guess the Western world.
1775980	1780340	And many of those things actually happened independently and in parallel.
1780340	1782260	And in some cases there was a confluence.
1782540	1787340	So the other interesting place where a fundamental tool that was developed that's
1787340	1792940	again used very much in adaptive control is what we call as the Kalman-Yakubovich
1792940	1797020	lemma. And so right there in the name, you can see this sort of parallel development
1797020	1802340	because separately Kalman and Yakubovich independently came up with this, which is, I
1802340	1809020	think, one of the really beautiful results because it connects what happens in
1809620	1814500	analysis in time domain with what happens in frequency domain.
1814780	1819980	And there are not that many results that basically provide this connection between
1819980	1824060	these two very different representations of dynamic systems.
1824500	1829940	And so what they showed basically, and it's one of the central pillars of adaptive
1829940	1837020	control, because it talks about what kind of performance functions can you use and
1837020	1842620	adjust the parameters so that even when you don't have access to all of the states in
1842620	1847060	the dynamic systems, even when the system is partially observable, you still are
1847060	1850580	guaranteed to have the right adaptation laws.
1851380	1856820	And so it turns out that the connection between the input-output property of the
1856820	1861420	dynamic system is basically connected with the existence of a Lyapunov function.
1861420	1865260	So on the one hand, this input-output stability property is the one in frequency
1865260	1871620	domain. You can think of it as what kinds of characteristics should that obey in the
1871620	1876700	frequency domain to the kind of operator that you need to have in time domain that
1876980	1880340	allows a positive definite function to become a Lyapunov function.
1880740	1886980	And that, too, is something that happened in the 70s and 80s and was a cornerstone in
1886980	1888460	the development of adaptive control.
1889140	1895420	And I would say that the paradigms around those times were essentially two in
1895420	1900820	adaptive control, model-reference adaptive control, possibly, and self-tuning control.
1900820	1903940	Can you tell us a bit about the difference of these two paradigms?
1903940	1911100	Of course, yeah. So you can approach the whole problem by saying, OK, my focus is
1911100	1913820	really that I want to control the system.
1914460	1920300	And so at the end of the day, I really don't need to know how a system behaves.
1920380	1925620	I just need to figure out what I need to do in order to get the performance I want.
1926020	1930300	So model-reference adaptive control pursued that kind of what we would call as a
1930300	1932340	direct adaptive control strategy.
1932940	1938140	Now, on the other hand, if you say, OK, here is a dynamic system, I know how to
1938140	1942660	control it. But then for whatever reason, something changed in the environment.
1942660	1944860	And so my parameters have changed.
1945060	1946260	So now what do I do?
1947140	1952100	You can look at it completely from the point of view of estimation.
1952540	1957780	So let's first identify the parameters and then design the controller.
1958340	1964180	And so this is an explicit estimation, but you can call it as an indirect adaptive
1964180	1968900	control because first you identify the parameters, then you identify the
1968900	1975860	controllers. So if you take the notion of separation principle, which is very
1975860	1981780	elegant and it says, you know what, you don't necessarily need to have observer
1981780	1986140	design and controller design to, you know, we don't have to worry about the fact
1986140	1988940	that they are two different steps.
1989260	1992860	You can actually separate it and have both of them function in parallel and
1992860	1994220	everything would work out fine.
1994220	1999140	So the idea was then that, hey, I have this cost function and this cost function
1999140	2002700	is a regular linear quadratic, you know, it's a quadratic cost.
2003060	2005540	And so I will optimize this cost.
2005580	2009900	I will try to come up with a regulator that basically self-tunes itself and
2009980	2011300	optimizes this cost.
2011700	2016420	So and I do that by saying, OK, I can estimate the parameters and then basically
2016420	2021460	use the estimates in the cost function and have that be minimized.
2021660	2026420	So that was the philosophy taken in the self-tuning regulators.
2026780	2029420	So and those were the two parallel streams.
2029420	2034500	And it turned out that if you're going to ensure that even as you're estimating
2034580	2040340	the cost function is something that remains well behaved, you had to impose
2040340	2043060	a certain structure to the problem.
2043140	2047820	And it turned out that some of the assumptions that were made were basically
2047820	2052020	exactly the same things that you needed to do in order to have the model
2052020	2053900	reference adaptive controller at B's table.
2053900	2057540	And so there were a lot of papers written again, I think, towards the end of
2057540	2064140	the 80s that talked about a unified theory and the similarities between STR
2064140	2065620	and MRAC and so on.
2065940	2070220	But you see, it again goes back to the same thing that we talked about earlier
2070220	2073140	in our conversation, which is this dual control.
2074460	2078900	Since estimation and control are duals of each other, you really need to have
2079180	2085100	the right structures for the controller so that even without full estimation,
2085100	2086500	you can make the controller work.
2086500	2091100	And at the same time, you also allow those structures to lead to learning of
2091100	2095500	the parameters, to estimation of the parameters, so that eventually when this
2095500	2099900	all really is done, after control is completed, after regulation is completed,
2100260	2105620	you can use what is known as persistent excitation properties of excitation of
2105620	2107980	the external signals and learn the parameters.
2108180	2111260	So that was the story behind STR and MRAC.
2112580	2116420	Thanks for this super nice overview of the two approaches.
2116740	2121420	Actually, this gives me a nice access to move from the 80s towards the 90s.
2121460	2126860	This is also the time where I believe you had your PhD as well and where you landed
2126860	2132180	a super nice paper, essentially, that awarded you the George Axelby Prize, one
2132180	2134740	of the most important prizes in control theory.
2135500	2139020	The title of the paper is Robust Adaptive Control in the Presence of Bounded
2139020	2143300	Disturbances. And I just wanted to talk about this because you mentioned the notion
2143300	2144700	of persistence of excitation.
2144700	2149060	And in that paper, you actually show that that plays a fundamental role in adaptive
2149060	2149820	control, right?
2150140	2150540	Yes.
2150980	2153460	So what is the message of the paper?
2153820	2160020	Right. So we talked about what adaptation is, right?
2160180	2164420	Advantageous confirmation of an organism now in response to changes in the
2164420	2167140	environment. So that's very important.
2167340	2171420	So what is it that you say is your performance function?
2171860	2176660	So adaptation and even the manifestation of that in an adaptive control system is a
2176660	2177740	very simple thing.
2177740	2182300	It's a very — think of it as a very simple-minded entity, because what it's doing
2182300	2186900	is, hey, here is the performance, here's the loss function, and here is the
2186900	2190100	parameter. Adjust the parameter in the direction of the gradient.
2190140	2191780	That minimizes that loss function.
2192580	2198460	So if you use this framework, then it turns out that you can do very well in
2198460	2202860	controlling the system and ultimately even estimating the system with persistent
2202860	2210580	excitation, provided there is a certain kind of a structure in the environment.
2211140	2215740	Now, if this environment is pristine and is well-behaved and ideal and the only
2215740	2219220	uncertainty is parametric in nature, then what we are talking about would be
2219220	2224420	correct. But you are only observing a performance quantity, right?
2224460	2225380	A loss function.
2225660	2230380	What if, unbeknownst to you, there were other forces at work, other non-parametric
2230460	2234100	effects that basically was affecting the performance, and you didn't know that?
2234500	2241020	So if that happens, then essentially you are trying to adjust the parameters in a
2241020	2246500	direction that might make that performance well-behaved, but you might end up
2246900	2248340	destroying something else.
2248500	2253300	And that basically was what people were observing could happen in adaptive control
2253300	2256620	systems. You can explain that in many different ways.
2256620	2260460	I mentioned convexity and making it regularized and making it strongly convex.
2260460	2261540	That's one way of looking at it.
2261540	2264260	And the other way of looking at it is here is a convex function.
2264700	2270300	Then instead of doing regularization, because it introduces other artifacts into
2270300	2274620	the picture, what if I make it strongly convex by using the notion of persistent
2274620	2278900	excitation? So that turns out is another way of really looking at the problem.
2278980	2284020	So then it turns out that even when there are disturbances, this performance
2284020	2287980	function that you're observing, this loss function that you're observing, can be
2287980	2290500	utilized in order to keep things in check.
2291220	2296540	The paper that, if you go back and read that paper written in 86, it really doesn't
